80000	2.9246435845213847	1.8048620236530883
80000	3.2525458248472505	1.7063074901445467
80000	3.5132382892057032	1.27431011826544
80000	3.6354378818737274	1.0739159001314058
90000	3.399185336048879	2.1153088042049935
90000	3.564154786150712	2.057818659658344
90000	3.7454175152749483	1.9970433639947438
90000	3.993890020366598	1.730946123521683
90000	4.093686354378818	1.4533508541392912
90000	4.144602851323828	1.1264783180026288
100000	3.529531568228105	2.5111695137976353
100000	3.9246435845213834	2.374835742444153
100000	4.435845213849287	2.107095926412615
100000	4.60081466395112	1.7178055190538766
100000	4.635437881873727	1.4024310118265437
110000	4.120162932790223	2.9678055190538766
110000	4.4338085539714855	2.8002628120893567
110000	4.926680244399185	2.553876478318003
110000	5.061099796334012	2.16951379763469
110000	5.112016293279023	1.8032194480946115
110000	5.114052953156822	1.4878449408672796
120000	4.7250509164969445	3.2355453350854138
120000	4.891434713736139	3.1304204993429696
120000	5.354491966508261	2.858254854723317
120000	5.436467526589726	2.4645842458753107
120000	5.472391943878703	2.0412560227770475
120000	5.489929848381985	1.7392958826106002
